BANC,FAFB,MCNS
720575941546843836,720575940611456661,526522
720575941546845545,720575940624166141,38204
720575941546848700,720575940636461710,157370
720575941546851260,720575940637932766,516010
720575941546910241,720575940608722371,513463
720575941454918195,720575940633142831,19457
720575941596182129,720575940628858640,11290
720575941596069489,720575940623685193,16749
720575941596085105,720575940615500798,20227
720575941702505690,720575940640625280,18145
720575941455094835,720575940643142560,18232
720575941488251600,720575940610456469,43832
720575941488104400,720575940634165402,524318
720575941488139214,720575940619054433,129431
720575941455107891,720575940627206842,12870
720575941546771636,720575940628716360,513662
720575941488400336,720575940627853449,142846
720575941488498892,720575940632237408,1059523511
720575941488508368,720575940615061906,517122
720575941488524085,720575940626226576,20508
720575941488529461,720575940632429794,97534
720575941455541811,720575940634057884,904657
720575941595597605,720575940625925450,17993
720575941595614503,720575940633299743,51278
720575941595615783,720575940639705077,21278
720575941456690416,720575940630006735,11538
720575941456180461,720575940604470956,14804
720575941595515941,720575940608090069,512916
720575941456791789,720575940629414903,148931
720575941456814829,720575940635028591,11118
720575941488822732,720575940613701791,518604
720575941488831541,720575940638910296,23868
720575941503792619,720575940610226645,29815
720575941549707297,720575940630042508,27712
720575941549640481,720575940607064331,513900
720575941549641761,720575940621501720,22923
720575941549606945,720575940632304711,440899
720575941504117483,720575940627675408,522397
720575941456852208,720575940613268531,47670
720575941546666376,720575940645288740,73812
720575941546667452,720575940626859283,13092
720575941546593716,720575940635243182,31183
720575941546627260,720575940616980381,44015
720575941546634428,720575940610472146,10770
720575941546654908,720575940619536331,14523
720575941546576264,720575940607044619,82193
720575941488931893,720575940629047340,15049
720575941488958158,720575940626806248,173845
720575941488992457,720575940640218941,47222
720575941488740041,720575940611112818,35544
720575941488756711,720575940624840069,133389
720575941546585276,720575940623463036,514324
720575941456897005,720575940604737708,10360
720575941456928749,720575940621588139,521687
720575941595417125,720575940627083397,13648
720575941595422247,720575940635709541,514394
720575941456884973,720575940636716718,41057
720575941456888813,720575940611516586,127773554
720575941489108021,720575940637667005,26162
720575941489110476,720575940636471220,49314
720575941489133769,720575940616915468,134574
720575941489145550,720575940623368629,82522
720575941489167413,720575940628200826,26453
720575941488835785,720575940624499947,94567
720575941488845287,720575940614186449,12860
720575941457164447,720575940612779237,60019
720575941595328625,720575940632700845,15075
720575941595345285,720575940610763874,28184
720575941595295783,720575940625003653,35232
720575941546553961,720575940612315699,17868
720575941546562409,720575940641093595,88860
720575941546446697,720575940622594186,12030
720575941489271527,720575940607227228,118980
720575941489410254,720575940604229152,51821
720575941489459943,720575940613710061,52456
720575941546487988,720575940612243918,24291
720575941546350524,720575940633280537,29225
720575941489662156,720575940625657177,33712
720575941489678389,720575940628419527,22194
720575941503507435,720575940619654053,10197
720575941503549931,720575940622160560,12670
720575941688313307,720575940634809455,21798
720575941550210621,720575940632399691,18387
720575941550122612,720575940622702576,39765
720575941503751659,720575940623585255,520573
720575941546410376,720575940626220588,149027
720575941595189029,720575940618440000,10048
720575941457365485,720575940632974443,32085
720575941457562694,720575940628164612,10554
720575941595201573,720575940607375794,223783
720575941701672666,720575940617990228,16935
720575941595098838,720575940616566133,12164
720575941489777639,720575940650870774,121959
720575941489792206,720575940614001595,203325
720575941489518133,720575940622651389,419997
720575941489575477,720575940626676869,59401
720575941489898471,720575940622939101,16606
720575941489685813,720575940628215056,52751
720575941489743564,720575940615263283,60079
720575941489748169,720575940627631360,16230
720575941546240648,720575940641928693,105707
720575941546280072,720575940627033672,19599
720575941546101609,720575940628405882,92013
720575941546184840,720575940629213639,20980
720575941546015112,720575940617023174,29526
720575941546036872,720575940626257930,30430
720575941489812277,720575940616886301,11121
720575941489826766,720575940625344612,52850
720575941489836085,720575940631916461,28256
720575941546076521,720575940615834598,54247
720575941546079668,720575940626844815,37894
720575941545888617,720575940634935392,514868
720575941545932220,720575940614046687,79913
720575941545952105,720575940635540671,13760
720575941490053941,720575940633754707,912694
720575941545964393,720575940616020795,34385
720575941458803952,720575940630026745,14899
720575941594858198,720575940631545960,12214
720575941458890992,720575940619931119,11594
720575941594823537,720575940626009852,11020
720575941458850118,720575940628359783,77473
720575941550649599,720575940623854276,14968
720575941490217417,720575940622236374,558846
720575941594670375,720575940613360295,82140
720575941594551847,720575940634823449,15815
720575941545761972,720575940621191244,42804
720575941545785524,720575940619904380,172063
720575941545822652,720575940615235751,46288
720575941545827764,720575940626187602,23657
720575941545489413,720575940618054981,11976
720575941545533320,720575940610906538,88600
720575941459097299,720575940625987059,68847
720575941459200326,720575940611034926,24690
720575941594185942,720575940630588202,559015
720575941490473269,720575940636523109,28037
720575941551774526,720575940616604817,11410
720575941502734475,720575940632422219,10649
720575941502715019,720575940639118926,519538
720575941459272863,720575940636313701,52798
720575941593996327,720575940627834511,106182
720575941545369524,720575940625655992,36986
720575941545174204,720575940616630713,58621
720575941545205428,720575940626599953,31490
720575941545221481,720575940637905478,18506
720575941545234793,720575940620606061,112142
720575941490535600,720575940639919824,19570
720575941490550581,720575940631509110,79652
720575941490558261,720575940633011256,521624
720575941490383561,720575940637811059,43656
720575941490395081,720575940642839092,52677
720575941490416181,720575940613019541,10717
720575941545074876,720575940619677342,16179
720575941459316383,720575940631630021,13951
720575941459361606,720575940622293483,181915
720575941490634441,720575940625309882,114090
720575941490643916,720575940615875933,54220
720575941490475214,720575940609284728,14215
720575941490486729,720575940629196023,29954
720575941490513868,720575940617645652,564451
720575941490521292,720575940614430102,134922
720575941593749541,720575940626339130,12996
720575941593764645,720575940646118276,531187
720575941593644651,720575940623943404,22706
720575941593660267,720575940607126485,151629
720575941544917509,720575940611073070,29239
720575941544685061,720575940616943572,563656
720575941544698729,720575940617424468,53572
720575941544884229,720575940632316690,103997
720575941490707253,720575940643863496,11145
720575941490580021,720575940610499570,16021
720575941490590924,720575940628883535,12175
720575941544424892,720575940625737162,131148
720575941544142185,720575940607641867,44411
720575941544157628,720575940622020613,132923
720575941544174441,720575940632385066,521528
720575941544177852,720575940626311882,532144
720575941544226821,720575940630345925,40973
720575941490714933,720575940636242153,41846
720575941490732341,720575940631631564,15942
720575941490765621,720575940633685459,11225
720575941490797769,720575940621804364,159036
720575941490799157,720575940618936710,12134
720575941490651337,720575940618423899,54923
720575941490669109,720575940625962172,21849
720575941459601734,720575940609998805,63036
720575941459870534,720575940626542985,63084
720575941459896390,720575940631622681,95403
720575941593505387,720575940617249254,13045
720575941459823174,720575940614402966,25211
720575941490835175,720575940630906179,78483
720575941460191558,720575940627692565,16636
720575941543990789,720575940645023268,30680
720575941543777724,720575940619780973,67019
720575941543849577,720575940614837222,193259
